customer_id,age,income,past_purchases,website_visits,discount,treatment,purchased
820,32,32201,5,2,0,0,0
821,47,49426,4,6,10,1,0
822,59,37778,6,4,0,0,1
823,34,65241,7,6,0,0,1
824,22,62229,3,2,0,0,1
825,46,68364,5,4,0,0,0
826,21,77056,6,9,20,1,1
827,27,47490,2,10,0,0,0
828,34,39975,5,5,20,1,0
829,27,46723,2,2,5,1,0
830,34,43279,3,3,0,0,0
831,37,98301,1,7,5,1,1
832,41,31561,2,6,20,1,1
833,22,86061,3,4,20,1,1
834,51,69153,3,2,0,0,1
835,23,53142,6,7,0,0,0
836,19,46916,1,6,0,0,0
837,30,84324,5,7,20,1,1
838,60,64965,6,7,0,0,0
839,60,24648,6,3,20,1,0
840,65,55133,3,3,0,0,0
841,28,70677,4,4,0,0,0
842,64,90135,5,5,0,0,0
843,40,55046,4,2,0,0,1
844,33,67064,4,4,20,1,0
845,48,89350,4,7,15,1,0
846,28,65893,4,5,0,0,0
847,33,81272,5,6,0,0,0
848,25,87649,2,4,0,0,0
849,21,84674,3,9,0,0,1
850,57,33760,2,2,0,0,0
851,21,41927,1,6,0,0,0
852,42,81367,8,4,5,1,1
853,20,32588,1,3,0,0,0
854,49,72233,10,6,0,0,0
855,20,64738,5,7,0,0,1
856,44,53397,6,8,5,1,0
857,46,96367,3,9,0,0,0
858,49,91260,6,5,0,0,1
859,36,96619,4,4,0,0,0
860,38,39816,3,3,0,0,0
861,22,62240,0,7,5,1,1
862,35,26276,5,4,20,1,0
863,45,99530,8,8,0,0,0
864,59,43499,2,8,0,0,0
865,39,91635,3,1,0,0,1
866,38,55946,6,5,0,0,0
867,23,75204,1,4,0,0,0
868,18,71886,5,3,20,1,1
869,22,91652,5,2,0,0,0
870,58,35563,7,8,0,0,0
871,29,29847,5,8,5,1,0
872,43,46155,1,3,0,0,0
873,63,99671,4,4,0,0,1
874,51,87278,6,12,0,0,1
875,31,38309,1,3,0,0,1
876,43,20619,1,3,0,0,0
877,62,70108,2,4,0,0,0
878,44,54707,6,3,0,0,0
879,26,40337,4,4,10,1,1
880,43,86504,5,6,0,0,0
881,64,67614,8,4,5,1,0
882,39,20281,5,3,0,0,0
883,64,47420,6,8,0,0,1
884,47,59030,3,2,0,0,0
885,60,21058,3,3,0,0,0
886,65,96260,4,7,15,1,1
887,34,48404,4,3,0,0,0
888,43,49856,5,7,0,0,0
889,53,29200,4,5,0,0,0
890,18,84178,5,2,15,1,0
891,25,53997,3,9,10,1,0
892,52,45611,1,4,0,0,0
893,32,61235,3,3,0,0,0
894,64,55057,3,1,0,0,1
895,39,21239,3,2,0,0,0
896,31,85661,6,6,0,0,1
897,43,65272,7,10,5,1,0
898,45,81212,5,6,0,0,0
899,40,35398,4,6,0,0,0
900,31,76503,2,2,0,0,0
901,41,26638,0,4,15,1,1
902,19,26570,4,5,10,1,0
903,62,88785,3,8,10,1,1
904,43,29110,5,5,0,0,0
905,31,99141,3,3,0,0,0
906,24,32115,4,1,0,0,0
907,20,59062,6,7,15,1,0
908,64,42911,3,7,0,0,0
909,40,52556,3,4,0,0,0
910,63,98131,4,4,5,1,0
911,60,21969,5,4,0,0,0
912,64,63753,5,9,10,1,0
913,62,24470,4,1,0,0,0
914,35,30225,8,3,15,1,0
915,55,43196,6,4,0,0,0
916,52,33669,4,3,0,0,0
917,32,57380,3,3,0,0,0
918,42,68320,3,8,5,1,0
919,54,67414,4,11,0,0,0
920,45,35577,4,4,0,0,0
921,27,75409,3,2,0,0,0
922,56,48625,4,3,0,0,0
923,34,44089,3,4,20,1,1
924,56,56487,5,2,0,0,0
925,39,85838,2,7,0,0,0
926,43,70138,6,2,0,0,0
927,61,62823,5,11,10,1,0
928,42,57208,1,5,0,0,0
929,34,74061,5,5,15,1,0
930,30,50659,4,4,5,1,0
931,37,51890,0,4,0,0,0
932,42,99134,5,4,10,1,0
933,21,67055,4,3,0,0,0
934,27,39508,6,5,15,1,0
935,20,62287,1,9,0,0,0
936,58,98916,2,5,5,1,0
937,62,46984,2,2,5,1,0
938,35,28125,3,6,0,0,0
939,64,56059,3,7,0,0,0
940,53,89569,1,5,15,1,0
941,64,37087,3,7,0,0,1
942,39,25704,3,7,0,0,0
943,51,80576,3,8,0,0,0
944,64,93384,2,7,0,0,1
945,25,92460,3,3,0,0,0
946,57,47208,6,4,15,1,1
947,61,86024,2,4,20,1,0
948,36,59882,4,3,0,0,0
949,59,45923,4,7,20,1,1
950,58,49165,3,7,0,0,0
951,54,87203,4,3,0,0,0
952,23,24114,3,7,15,1,0
953,43,84965,3,8,0,0,1
954,51,56321,6,3,0,0,0
955,62,93297,7,4,5,1,0
956,23,45426,6,7,0,0,0
957,54,37772,2,1,0,0,0
958,50,23712,1,4,0,0,0
959,39,21367,5,2,0,0,0
960,38,71924,2,2,0,0,0
961,23,23726,5,5,10,1,0
962,23,47723,3,6,5,1,0
963,65,29108,5,5,0,0,0
964,21,97714,5,4,0,0,0
965,47,55643,5,5,0,0,0
966,28,51324,6,7,0,0,0
967,47,28927,6,4,0,0,0
968,48,42443,5,2,0,0,0
969,41,99973,5,9,0,0,0
970,26,83449,2,4,10,1,0
971,20,96743,4,3,15,1,1
972,48,80233,4,4,5,1,1
973,57,45537,2,4,20,1,0
974,54,97576,3,6,20,1,0
975,53,42612,3,4,0,0,0
976,41,26471,4,6,20,1,0
977,48,55631,4,9,0,0,0
978,23,51348,2,3,0,0,0
979,19,84732,6,3,0,0,1
980,37,21177,4,8,0,0,0
981,45,24760,4,6,0,0,0
982,28,52779,4,1,0,0,1
983,21,41636,6,7,0,0,1
984,32,73551,5,5,0,0,0
985,23,31556,3,7,0,0,0
986,47,47598,5,5,0,0,0
987,55,31563,5,2,20,1,1
988,19,66819,5,6,0,0,0
989,32,93770,4,7,0,0,0
990,28,46966,6,5,0,0,0
991,25,79889,2,6,0,0,0
992,43,46987,9,5,0,0,0
993,62,98714,2,6,5,1,0
994,61,78348,2,3,5,1,0
995,22,44596,2,4,0,0,0
996,23,53174,3,5,0,0,0
997,43,84106,6,8,20,1,1
998,21,89967,2,10,0,0,0
999,36,79182,4,5,0,0,0
1000,37,59310,3,3,5,1,0
